order_id,order_date,region,product,customer,units,unit_price,revenue
ORD-012856,2024-08-07,Asia Pacific,Growth,Fuller LLC,11,209.0,2299.0
ORD-012857,2026-02-14,MEA,Growth,Rice-Hernandez,11,204.66,2251.26
ORD-012858,2025-11-16,Europe,Starter,Washington-Carter,11,44.06,484.66
ORD-012859,2024-05-09,Latin America,Starter,Mueller-Soto,12,46.08,552.96
ORD-012860,2024-05-02,North America,Growth,Fox and Sons,10,195.7,1957.0
ORD-012861,2025-06-04,Europe,Scale,Pugh-Smith,9,484.03,4356.27
ORD-012862,2024-04-23,Asia Pacific,Starter,Miller-Brown,4,48.21,192.84
ORD-012863,2026-01-02,Asia Pacific,Enterprise,Moss-Mayer,3,1310.43,3931.29
ORD-012864,2024-12-19,Europe,Scale,Riley-Wilson,5,462.68,2313.4
ORD-012865,2024-06-07,Asia Pacific,Growth,Smith-Lambert,12,172.21,2066.52
ORD-012866,2025-06-12,Latin America,Enterprise,Miranda-Short,11,1560.61,17166.71
ORD-012867,2026-04-01,Europe,Starter,Cooper LLC,5,44.08,220.4
ORD-012868,2025-11-04,Europe,Starter,"Reyes, Kim and Hall",11,54.3,597.3
ORD-012869,2024-02-02,Asia Pacific,Starter,Smith-Hill,5,49.22,246.1
ORD-012870,2025-10-25,Latin America,Starter,"Pena, Williams and Williams",4,53.16,212.64
ORD-012871,2024-10-02,North America,Scale,Rogers-Turner,3,534.06,1602.18
ORD-012872,2025-02-13,Europe,Scale,"Spencer, Taylor and Sims",11,541.19,5953.09
ORD-012873,2024-01-03,Latin America,Growth,Sullivan PLC,8,198.25,1586.0
ORD-012874,2026-02-03,MEA,Scale,"Maldonado, Mcintosh and Cruz",8,537.99,4303.92
ORD-012875,2024-12-30,North America,Growth,"Clarke, Hanson and Rivera",8,223.17,1785.36
ORD-012876,2026-01-14,Europe,Scale,"Bailey, Horton and Huang",12,471.63,5659.56
ORD-012877,2024-08-19,Latin America,Starter,"Dougherty, Knapp and Perez",4,49.02,196.08
ORD-012878,2026-02-23,MEA,Enterprise,"Long, Hart and Powell",1,1357.05,1357.05
ORD-012879,2026-01-10,Asia Pacific,Enterprise,Taylor-Martin,12,1540.43,18485.16
ORD-012880,2026-03-11,Asia Pacific,Scale,Nguyen-Hicks,6,489.54,2937.24
ORD-012881,2025-11-26,MEA,Scale,"Davis, Johnson and Blair",7,538.23,3767.61
ORD-012882,2024-06-21,North America,Growth,Bailey LLC,12,222.05,2664.6
ORD-012883,2024-06-06,Latin America,Scale,"Contreras, Green and Lucas",1,493.22,493.22
ORD-012884,2024-06-07,MEA,Starter,"Mccoy, Mckinney and Morales",1,54.58,54.58
ORD-012885,2024-12-27,Latin America,Starter,Lambert Inc,5,51.31,256.55
ORD-012886,2024-12-01,Latin America,Growth,Blair LLC,8,211.93,1695.44
ORD-012887,2024-06-03,North America,Starter,Lewis-Meadows,8,54.16,433.28
ORD-012888,2024-03-06,Asia Pacific,Starter,"Dunn, Nelson and Dudley",6,51.03,306.18
ORD-012889,2025-12-11,Latin America,Growth,"Pierce, Hodges and Lloyd",8,221.24,1769.92
ORD-012890,2024-09-10,Latin America,Growth,Simpson-Martin,1,222.28,222.28
ORD-012891,2026-01-02,MEA,Starter,Garcia-Smith,5,45.48,227.4
ORD-012892,2026-03-19,North America,Growth,"Bennett, Rodgers and Williams",9,202.8,1825.2
ORD-012893,2026-03-15,Latin America,Scale,"Shaw, West and Jones",2,529.09,1058.18
ORD-012894,2025-10-04,North America,Growth,Farley PLC,12,211.64,2539.68
ORD-012895,2024-08-28,MEA,Starter,Clay Group,3,56.01,168.03
ORD-012896,2024-05-18,North America,Starter,"Bartlett, Garcia and Barry",11,52.39,576.29
ORD-012897,2025-07-27,MEA,Starter,Hodge PLC,5,43.42,217.1
ORD-012898,2025-05-06,Asia Pacific,Scale,James-Rodriguez,2,540.83,1081.66
ORD-012899,2026-03-19,Europe,Scale,Dunn LLC,4,516.52,2066.08
ORD-012900,2024-02-26,North America,Scale,Garcia LLC,4,500.43,2001.72
ORD-012901,2024-07-13,Europe,Scale,Green-Ortiz,5,454.96,2274.8
ORD-012902,2025-03-27,MEA,Scale,Wood and Sons,2,446.76,893.52
ORD-012903,2025-01-13,Asia Pacific,Scale,Moore LLC,1,543.12,543.12
ORD-012904,2025-07-18,MEA,Scale,Fisher and Sons,11,552.62,6078.82
ORD-012905,2024-04-20,Asia Pacific,Scale,Powell-Mason,9,498.8,4489.2
ORD-012906,2025-08-01,Europe,Scale,Jackson-Camacho,10,493.38,4933.8
ORD-012907,2025-12-11,Latin America,Starter,"Gomez, Jimenez and Reese",10,43.61,436.1
ORD-012908,2025-06-21,MEA,Starter,"Mcmahon, Freeman and Cox",10,43.76,437.6
ORD-012909,2024-08-28,MEA,Scale,"Brown, Elliott and Wagner",12,523.37,6280.44
ORD-012910,2025-02-09,North America,Starter,Wilson-Mckee,10,43.03,430.3
ORD-012911,2025-03-05,Latin America,Starter,"Robinson, Chang and Schroeder",5,55.63,278.15
ORD-012912,2025-07-29,Europe,Growth,Cantu Inc,4,223.35,893.4
ORD-012913,2025-07-09,MEA,Starter,Thompson-Pace,7,50.16,351.12
ORD-012914,2026-02-11,Latin America,Starter,Baker LLC,7,48.7,340.9
ORD-012915,2025-10-26,Latin America,Growth,Miller-Butler,10,225.8,2258.0
ORD-012916,2024-09-19,North America,Starter,Charles LLC,5,50.27,251.35
ORD-012917,2025-07-12,Asia Pacific,Growth,Wood Group,1,175.47,175.47
ORD-012918,2025-11-15,Latin America,Starter,Campbell-Cooper,3,46.4,139.2
ORD-012919,2024-08-22,North America,Starter,"Mason, Chen and Greene",2,56.23,112.46
ORD-012920,2025-06-22,Europe,Growth,Rodgers-Mitchell,6,199.19,1195.14
ORD-012921,2024-08-17,Latin America,Starter,Scott-Keller,3,51.07,153.21
ORD-012922,2026-04-01,Asia Pacific,Starter,"Yates, Wilson and Robinson",12,54.97,659.64
ORD-012923,2024-06-11,Europe,Starter,"Meyers, Grant and King",6,54.04,324.24
ORD-012924,2025-05-13,Europe,Scale,"Washington, Patterson and Smith",12,569.53,6834.36
ORD-012925,2024-09-04,Europe,Starter,Cochran and Sons,2,51.96,103.92
ORD-012926,2024-10-21,Europe,Starter,Wright-Myers,7,47.29,331.03
ORD-012927,2025-07-09,Asia Pacific,Starter,Fitzgerald-Edwards,8,48.11,384.88
ORD-012928,2026-03-24,Latin America,Growth,Montoya Ltd,3,196.92,590.76
ORD-012929,2024-04-22,Latin America,Scale,Smith-Solis,9,529.0,4761.0
ORD-012930,2024-01-28,Latin America,Growth,Keller-Martinez,12,224.36,2692.32
ORD-012931,2026-01-18,North America,Starter,Green-Hines,8,45.86,366.88
ORD-012932,2025-09-20,MEA,Growth,Smith-Jackson,9,183.02,1647.18
ORD-012933,2025-03-23,North America,Scale,"Martinez, Bell and Campbell",10,499.59,4995.9
ORD-012934,2025-03-13,MEA,Scale,Gomez-Cruz,7,542.21,3795.47
ORD-012935,2024-05-08,Europe,Growth,"Gonzalez, Roth and Jordan",8,197.82,1582.56
ORD-012936,2025-02-02,MEA,Scale,Guerra and Sons,6,460.29,2761.74
ORD-012937,2024-01-03,North America,Enterprise,"Scott, Martinez and Watts",9,1683.36,15150.24
ORD-012938,2026-03-11,Latin America,Starter,Jones-Smith,1,48.74,48.74
ORD-012939,2025-07-07,MEA,Starter,"Bell, Spears and Harrell",2,56.23,112.46
ORD-012940,2024-06-09,Asia Pacific,Scale,"Cox, Thomas and Olson",4,495.5,1982.0
ORD-012941,2024-03-13,North America,Growth,Richardson PLC,8,209.68,1677.44
ORD-012942,2024-07-31,MEA,Enterprise,"Fowler, Dixon and Hill",3,1417.03,4251.09
ORD-012943,2024-03-31,Europe,Growth,"Livingston, Terry and Gonzales",4,206.46,825.84
ORD-012944,2024-06-13,Asia Pacific,Growth,Jones-Myers,5,207.86,1039.3
ORD-012945,2024-09-28,Asia Pacific,Scale,Parker Ltd,6,532.9,3197.4
ORD-012946,2026-02-26,Latin America,Starter,"Lopez, Montgomery and Burns",8,55.57,444.56
ORD-012947,2025-06-15,Europe,Enterprise,Quinn and Sons,12,1543.84,18526.08
ORD-012948,2024-10-24,Latin America,Starter,Russell and Sons,8,53.65,429.2
ORD-012949,2024-03-18,Latin America,Growth,Wright-Moore,1,193.51,193.51
ORD-012950,2025-07-25,Asia Pacific,Growth,Martinez-West,10,215.16,2151.6
ORD-012951,2024-05-08,North America,Scale,"Jordan, Carter and Macias",11,539.69,5936.59
ORD-012952,2024-08-11,Europe,Growth,Buck-Leon,10,227.28,2272.8
ORD-012953,2024-07-14,Europe,Growth,Carpenter LLC,2,218.23,436.46
ORD-012954,2024-11-20,Europe,Enterprise,Medina-Griffin,10,1659.45,16594.5
ORD-012955,2024-01-31,Latin America,Growth,"Ellis, Phillips and Parks",9,220.47,1984.23
ORD-012956,2025-07-31,North America,Starter,"Roberts, Lawson and Lee",2,44.25,88.5
ORD-012957,2024-06-29,Europe,Enterprise,Harris Group,3,1678.11,5034.33
ORD-012958,2024-11-19,North America,Scale,Walsh-Simpson,12,542.08,6504.96
ORD-012959,2025-01-09,Latin America,Growth,"Christensen, Powell and Wagner",2,171.16,342.32
ORD-012960,2024-06-24,North America,Starter,"Briggs, Maynard and Smith",6,52.76,316.56
ORD-012961,2025-09-14,MEA,Starter,"Rivera, Sullivan and Henderson",6,47.81,286.86
ORD-012962,2024-10-22,MEA,Starter,Lucas-Clark,8,51.53,412.24
ORD-012963,2024-07-07,North America,Scale,Johnson Inc,9,462.19,4159.71
ORD-012964,2024-06-20,North America,Growth,Martinez-Reeves,12,177.07,2124.84
ORD-012965,2024-09-28,North America,Starter,Sawyer Group,1,49.92,49.92
ORD-012966,2025-07-07,Asia Pacific,Starter,Carlson-Peterson,11,43.38,477.18
ORD-012967,2025-05-08,Latin America,Enterprise,Williams-Clark,7,1570.29,10992.03
ORD-012968,2026-03-28,Europe,Scale,"Ferguson, Lopez and Garcia",9,455.02,4095.18
ORD-012969,2024-04-09,North America,Growth,Pope-Ortega,10,213.67,2136.7
ORD-012970,2025-09-21,Europe,Growth,"Davis, Smith and Sanders",8,190.06,1520.48
ORD-012971,2025-05-13,Asia Pacific,Growth,Fernandez-Smith,11,201.09,2211.99
ORD-012972,2025-06-27,MEA,Starter,Henderson PLC,12,51.25,615.0
ORD-012973,2026-01-23,North America,Growth,Melton PLC,10,205.85,2058.5
ORD-012974,2025-07-23,Europe,Starter,Mason Ltd,6,42.65,255.9
ORD-012975,2024-01-03,Latin America,Growth,"Rocha, Newman and Diaz",5,228.37,1141.85
ORD-012976,2024-12-24,MEA,Starter,Jones LLC,9,46.59,419.31
ORD-012977,2024-09-25,Asia Pacific,Starter,Hampton-Barnett,7,49.58,347.06
ORD-012978,2025-10-11,Asia Pacific,Scale,Elliott PLC,10,551.02,5510.2
ORD-012979,2024-02-25,Latin America,Enterprise,Ward and Sons,2,1295.29,2590.58
ORD-012980,2025-01-07,MEA,Scale,Lamb-Dalton,9,491.93,4427.37
ORD-012981,2025-09-24,Asia Pacific,Growth,"Lara, Smith and Gray",3,220.71,662.13
ORD-012982,2025-04-28,North America,Scale,Smith-Fisher,11,529.96,5829.56
ORD-012983,2024-05-11,North America,Enterprise,Young Group,6,1551.61,9309.66
ORD-012984,2025-11-08,Europe,Starter,Brown-Sanders,3,55.74,167.22
ORD-012985,2025-01-16,MEA,Starter,Jenkins Ltd,5,51.61,258.05
ORD-012986,2025-01-09,North America,Enterprise,Pacheco LLC,11,1279.5,14074.5
ORD-012987,2025-04-08,Asia Pacific,Growth,Arnold-Jacobs,9,177.06,1593.54
ORD-012988,2026-03-11,MEA,Growth,Fitzpatrick LLC,8,178.02,1424.16
ORD-012989,2025-01-19,MEA,Growth,Little PLC,8,200.2,1601.6
ORD-012990,2024-01-12,Latin America,Enterprise,"Thomas, Mullen and Simmons",6,1676.15,10056.9
ORD-012991,2024-07-25,Latin America,Growth,"Garcia, Conner and Sanchez",7,194.59,1362.13
ORD-012992,2026-02-11,MEA,Growth,Moses and Sons,5,169.93,849.65
ORD-012993,2024-02-09,Europe,Growth,Brown LLC,8,212.15,1697.2
ORD-012994,2025-09-24,Asia Pacific,Enterprise,Jones Group,2,1498.79,2997.58
ORD-012995,2025-06-29,Asia Pacific,Starter,"Wu, Crawford and Pearson",7,42.66,298.62
ORD-012996,2024-11-06,MEA,Starter,Taylor-Gilbert,11,52.2,574.2
ORD-012997,2024-03-22,Asia Pacific,Enterprise,"Brown, Elliott and Carr",10,1436.97,14369.7
ORD-012998,2024-01-20,Asia Pacific,Scale,"Gomez, Camacho and Henderson",6,536.04,3216.24
ORD-012999,2025-07-27,Europe,Starter,Barnes-Brooks,11,45.64,502.04
ORD-013000,2024-05-09,North America,Growth,"Lewis, Tran and Farmer",6,211.72,1270.32
ORD-013001,2025-12-27,Asia Pacific,Starter,"Conrad, Nunez and Martin",10,45.09,450.9
ORD-013002,2024-03-06,MEA,Starter,Williams-Mckay,8,53.02,424.16
ORD-013003,2025-10-11,MEA,Growth,Duke-Brown,7,206.26,1443.82
ORD-013004,2026-01-22,North America,Starter,"Beltran, Miller and Ramirez",9,45.37,408.33
ORD-013005,2025-04-30,North America,Starter,Lane and Sons,5,45.01,225.05
ORD-013006,2025-05-13,Europe,Growth,"Smith, English and Moore",4,173.95,695.8
ORD-013007,2025-03-08,North America,Enterprise,Peterson Ltd,2,1669.92,3339.84
ORD-013008,2025-07-08,Europe,Scale,"Myers, Sanders and Williams",5,473.04,2365.2
ORD-013009,2025-10-22,MEA,Starter,Chen Ltd,5,48.22,241.1
ORD-013010,2025-02-10,North America,Starter,Vasquez-Palmer,3,47.85,143.55
ORD-013011,2025-06-24,Asia Pacific,Growth,Orozco-Cole,10,205.29,2052.9
ORD-013012,2024-12-09,Latin America,Growth,"Moran, Cameron and Jensen",6,180.76,1084.56
ORD-013013,2025-08-27,MEA,Growth,Hall Group,8,228.51,1828.08
ORD-013014,2024-03-24,North America,Growth,Patel LLC,7,199.89,1399.23
ORD-013015,2025-09-30,MEA,Growth,Hernandez and Sons,2,175.41,350.82
ORD-013016,2026-02-07,Asia Pacific,Scale,Taylor Group,9,490.82,4417.38
ORD-013017,2025-12-23,Latin America,Growth,"Shelton, Maynard and Murphy",3,174.13,522.39
ORD-013018,2025-06-05,Asia Pacific,Scale,Rodriguez PLC,5,471.76,2358.8
ORD-013019,2025-05-03,North America,Enterprise,"Castaneda, Wright and Sutton",8,1284.65,10277.2
ORD-013020,2025-06-17,MEA,Scale,Burns-Ware,6,534.57,3207.42
ORD-013021,2026-01-08,Asia Pacific,Growth,Young-Miller,4,187.78,751.12
ORD-013022,2025-02-28,Europe,Starter,"Morales, Collins and Greene",12,45.06,540.72
ORD-013023,2025-04-22,North America,Scale,Payne-Brown,5,436.47,2182.35
ORD-013024,2026-01-13,Latin America,Scale,"Guerra, Berry and Doyle",7,478.62,3350.34
ORD-013025,2025-04-09,Asia Pacific,Starter,Molina-Robinson,2,55.33,110.66
ORD-013026,2025-01-27,MEA,Starter,Benitez-Houston,7,54.7,382.9
ORD-013027,2025-08-01,Asia Pacific,Growth,Woods LLC,9,172.54,1552.86
ORD-013028,2024-05-08,North America,Growth,Spence-Banks,10,178.07,1780.7
ORD-013029,2025-07-25,North America,Starter,"Smith, Decker and Rogers",7,45.15,316.05
ORD-013030,2025-03-08,Latin America,Scale,Fernandez LLC,5,563.71,2818.55
ORD-013031,2024-02-10,Asia Pacific,Growth,Smith Ltd,11,193.14,2124.54
ORD-013032,2025-07-31,Asia Pacific,Scale,Adkins-Costa,3,459.89,1379.67
ORD-013033,2024-12-02,MEA,Scale,"Carpenter, Dennis and Wilson",9,455.68,4101.12
ORD-013034,2024-07-25,North America,Scale,Davis Inc,4,458.09,1832.36
ORD-013035,2024-09-26,Asia Pacific,Growth,Cannon PLC,11,178.38,1962.18
ORD-013036,2025-06-07,MEA,Starter,"Mason, Campbell and Clark",10,51.73,517.3
ORD-013037,2026-03-31,North America,Enterprise,Drake LLC,11,1352.33,14875.63
ORD-013038,2025-02-07,Latin America,Growth,"Fisher, Fisher and Smith",6,181.55,1089.3
ORD-013039,2025-09-17,North America,Growth,Miller Group,12,215.05,2580.6
ORD-013040,2025-08-04,North America,Starter,Davis PLC,3,54.06,162.18
ORD-013041,2024-01-01,Latin America,Starter,"Gonzalez, Morse and Clark",4,54.82,219.28
ORD-013042,2025-02-12,North America,Growth,Smith Group,2,197.0,394.0
ORD-013043,2025-06-04,Asia Pacific,Scale,Andersen Group,7,543.33,3803.31
ORD-013044,2025-12-11,North America,Growth,Parks and Sons,12,203.8,2445.6
ORD-013045,2025-02-04,Latin America,Enterprise,Fritz Ltd,3,1702.89,5108.67
ORD-013046,2026-03-07,MEA,Growth,Anderson-Hughes,1,177.97,177.97
ORD-013047,2026-02-20,North America,Starter,Hall Group,3,46.86,140.58
ORD-013048,2024-06-06,Europe,Starter,Carter PLC,10,43.36,433.6
ORD-013049,2025-01-12,Europe,Starter,Lee Inc,6,56.16,336.96
ORD-013050,2025-05-07,Latin America,Starter,Alvarez Ltd,10,48.47,484.7
ORD-013051,2026-02-02,Asia Pacific,Growth,Martinez-Bauer,2,191.6,383.2
ORD-013052,2024-05-19,North America,Growth,Stewart-Morse,4,181.84,727.36
ORD-013053,2024-04-22,Latin America,Scale,Williams-Farmer,1,538.5,538.5
ORD-013054,2025-11-29,Asia Pacific,Starter,"Wade, Armstrong and Johnson",8,48.43,387.44
ORD-013055,2024-11-11,MEA,Growth,Harper Ltd,9,182.35,1641.15
ORD-013056,2025-01-19,Asia Pacific,Starter,Smith LLC,2,48.81,97.62
ORD-013057,2024-01-10,Europe,Growth,Wise-Yates,4,174.83,699.32
ORD-013058,2024-07-28,Europe,Starter,Little and Sons,6,54.2,325.2
ORD-013059,2024-10-06,Latin America,Growth,Cuevas-Diaz,7,179.48,1256.36
ORD-013060,2024-10-20,Europe,Starter,Miller-Marsh,1,53.99,53.99
ORD-013061,2025-04-08,Asia Pacific,Starter,Ward LLC,5,43.21,216.05
ORD-013062,2025-07-28,MEA,Scale,Allen Inc,7,528.15,3697.05
ORD-013063,2025-12-02,Europe,Growth,Bush PLC,3,224.0,672.0
ORD-013064,2025-09-16,Europe,Scale,Mendoza-Davis,11,554.75,6102.25
ORD-013065,2025-10-25,Europe,Starter,Perry-Newton,9,47.43,426.87
ORD-013066,2025-06-22,Latin America,Starter,Jackson PLC,10,55.45,554.5
ORD-013067,2024-08-08,North America,Scale,Rasmussen LLC,6,562.09,3372.54
ORD-013068,2024-03-10,MEA,Starter,Alexander-Roberts,11,50.47,555.17
ORD-013069,2024-03-23,MEA,Starter,"Turner, Williams and Ruiz",11,50.35,553.85
ORD-013070,2024-12-22,Asia Pacific,Starter,Rogers-Hernandez,4,54.66,218.64
ORD-013071,2025-08-13,MEA,Growth,"Crawford, Fleming and Conrad",1,174.16,174.16
ORD-013072,2025-01-31,North America,Growth,Benson-Byrd,10,212.75,2127.5
ORD-013073,2024-12-10,Asia Pacific,Scale,Martin-Mercer,10,552.87,5528.7
ORD-013074,2025-01-04,Asia Pacific,Scale,Rose-Acevedo,10,509.12,5091.2
ORD-013075,2024-11-16,North America,Starter,"Weber, Kent and Middleton",2,41.72,83.44
ORD-013076,2025-10-17,Latin America,Scale,"Aguirre, Wilson and Cabrera",9,505.78,4552.02
ORD-013077,2024-01-02,Latin America,Growth,"Atkins, Garcia and Arellano",2,183.89,367.78
ORD-013078,2024-01-23,North America,Scale,Glenn-Wilson,3,434.13,1302.39
ORD-013079,2024-01-07,MEA,Starter,Scott Ltd,7,49.61,347.27
ORD-013080,2025-04-27,North America,Growth,Wilson-Carter,2,171.56,343.12
ORD-013081,2025-06-22,Europe,Starter,"Collins, Diaz and Torres",7,46.26,323.82
ORD-013082,2024-12-21,MEA,Scale,Gonzales-Jones,6,530.08,3180.48
ORD-013083,2025-01-27,North America,Scale,"Mcconnell, Wallace and Leblanc",3,448.91,1346.73
ORD-013084,2026-02-03,North America,Growth,Huang-Dyer,5,186.06,930.3
ORD-013085,2025-04-16,Latin America,Starter,Davis-Vance,6,55.81,334.86
ORD-013086,2025-05-24,Europe,Starter,Fleming Group,12,43.76,525.12
ORD-013087,2025-12-15,MEA,Scale,"Morris, Conway and Stewart",11,485.75,5343.25
ORD-013088,2024-02-03,Asia Pacific,Growth,Daniels Group,1,218.89,218.89
ORD-013089,2025-11-26,Europe,Growth,"Olsen, Lee and Smith",8,177.61,1420.88
ORD-013090,2024-12-08,MEA,Scale,Banks Inc,12,452.28,5427.36
ORD-013091,2025-10-09,Asia Pacific,Enterprise,Powell-Escobar,11,1672.74,18400.14
ORD-013092,2024-03-25,North America,Growth,Johnson-Garcia,6,207.1,1242.6
ORD-013093,2024-11-07,MEA,Growth,"Mcdowell, Wilson and Powers",1,171.53,171.53
ORD-013094,2024-07-19,Latin America,Scale,Lewis-Walker,11,566.24,6228.64
ORD-013095,2024-05-12,Asia Pacific,Growth,Ortega PLC,4,221.55,886.2
ORD-013096,2024-12-17,Asia Pacific,Starter,"Clayton, Miller and Martin",3,48.41,145.23
ORD-013097,2024-08-09,Latin America,Growth,Hanna Group,3,210.75,632.25
ORD-013098,2026-02-19,Latin America,Scale,"James, Friedman and Henderson",3,474.64,1423.92
ORD-013099,2026-03-14,Europe,Starter,Johnson PLC,9,44.75,402.75
ORD-013100,2026-02-03,Europe,Scale,Wade Ltd,3,558.19,1674.57
ORD-013101,2024-01-03,Latin America,Starter,"Bartlett, Roberts and Anderson",7,45.42,317.94
ORD-013102,2025-01-07,North America,Enterprise,Sharp-Mckinney,1,1386.11,1386.11
ORD-013103,2026-03-24,North America,Growth,Tran-Chung,6,213.31,1279.86
ORD-013104,2025-07-08,MEA,Starter,Jones-Fisher,3,42.56,127.68
ORD-013105,2025-05-21,North America,Starter,Harris-Farmer,1,53.62,53.62
ORD-013106,2025-12-09,Europe,Enterprise,Turner Ltd,5,1613.95,8069.75
ORD-013107,2024-08-11,North America,Starter,"Hatfield, Jones and Martinez",1,50.23,50.23
ORD-013108,2025-08-17,North America,Growth,Stewart-Carter,4,218.1,872.4
ORD-013109,2025-11-10,North America,Growth,Bender-Thomas,7,210.75,1475.25
ORD-013110,2026-01-16,Latin America,Growth,"Thomas, Perez and Cameron",8,221.52,1772.16
ORD-013111,2025-05-30,Asia Pacific,Starter,"Coleman, Haney and Carter",9,47.42,426.78
ORD-013112,2025-06-17,Europe,Scale,"Jones, Miller and Knapp",3,448.52,1345.56
ORD-013113,2025-04-20,Asia Pacific,Growth,Ross-Walker,9,190.14,1711.26
ORD-013114,2025-01-10,Europe,Scale,"Lamb, Davis and Miles",5,470.81,2354.05
ORD-013115,2025-08-18,North America,Starter,"Hernandez, Ramirez and Norris",8,46.67,373.36
ORD-013116,2025-09-09,Latin America,Starter,Flores-Brown,6,43.57,261.42
ORD-013117,2025-03-27,Europe,Starter,Mitchell-Scott,5,43.67,218.35
ORD-013118,2026-02-20,North America,Scale,Juarez and Sons,2,487.68,975.36
ORD-013119,2025-09-19,MEA,Enterprise,Potts LLC,6,1352.71,8116.26
ORD-013120,2026-03-22,Latin America,Starter,"Sparks, Smith and Johnson",5,50.6,253.0
ORD-013121,2024-03-18,Europe,Scale,Brewer-Roberts,3,535.93,1607.79
ORD-013122,2025-11-11,Europe,Starter,Vazquez and Sons,8,48.26,386.08
ORD-013123,2024-05-03,Europe,Starter,Baird-Hebert,1,45.91,45.91
ORD-013124,2025-06-13,Europe,Growth,Velazquez Ltd,4,191.54,766.16
ORD-013125,2024-03-10,Europe,Enterprise,"Roberts, Coleman and Dyer",6,1561.65,9369.9
ORD-013126,2024-08-11,Latin America,Scale,Chen Ltd,4,518.72,2074.88
ORD-013127,2025-04-24,Latin America,Scale,Potts PLC,4,433.49,1733.96
ORD-013128,2024-11-23,Latin America,Enterprise,"Abbott, Williams and Webb",6,1503.17,9019.02
ORD-013129,2025-03-17,Latin America,Enterprise,Ray-Cohen,5,1689.58,8447.9
ORD-013130,2025-09-28,MEA,Growth,Chavez-Bennett,2,189.76,379.52
ORD-013131,2025-08-06,Europe,Growth,Grant PLC,11,170.85,1879.35
ORD-013132,2025-12-30,MEA,Growth,Riggs LLC,9,224.48,2020.32
ORD-013133,2024-04-15,Asia Pacific,Enterprise,Dominguez LLC,11,1622.09,17842.99
ORD-013134,2025-10-14,Europe,Scale,"Trevino, Ramirez and Campbell",10,502.6,5026.0
ORD-013135,2025-02-22,North America,Growth,Monroe-Allen,7,175.98,1231.86
ORD-013136,2025-04-16,North America,Starter,Park-Watson,6,47.47,284.82
ORD-013137,2026-01-03,North America,Starter,"Gallegos, Gates and Harrison",6,47.0,282.0
ORD-013138,2024-02-14,MEA,Growth,Blake-Woods,5,217.3,1086.5
ORD-013139,2024-05-05,MEA,Growth,Ortega PLC,7,216.63,1516.41
ORD-013140,2025-01-25,MEA,Scale,Moore-Bean,2,479.87,959.74
ORD-013141,2025-09-14,MEA,Starter,Jones Ltd,8,42.71,341.68
ORD-013142,2025-03-24,North America,Scale,Robles-Flores,10,492.45,4924.5
ORD-013143,2024-03-22,North America,Scale,Lucero-Pope,7,500.05,3500.35
ORD-013144,2024-12-30,Asia Pacific,Scale,Wells Inc,3,521.18,1563.54
ORD-013145,2024-07-09,North America,Starter,"Wilson, Murphy and Sanders",1,47.15,47.15
ORD-013146,2026-03-07,Latin America,Starter,"Horton, Adams and Smith",10,52.94,529.4
ORD-013147,2025-03-03,Asia Pacific,Growth,"Howard, Cunningham and Murphy",6,185.01,1110.06
ORD-013148,2026-02-21,Europe,Starter,"Hurley, Johnson and Bell",7,54.53,381.71
ORD-013149,2026-01-22,Asia Pacific,Enterprise,"Hernandez, Jones and Adams",2,1546.06,3092.12
ORD-013150,2025-12-28,Europe,Growth,"Hernandez, Sanders and Williams",10,212.99,2129.9
ORD-013151,2025-11-13,North America,Starter,Figueroa PLC,8,52.03,416.24
ORD-013152,2025-12-14,Latin America,Growth,"Reid, Jackson and Jones",4,176.67,706.68
ORD-013153,2025-01-09,Europe,Growth,"Davis, Carlson and Hensley",3,176.34,529.02
ORD-013154,2024-09-02,MEA,Scale,Burnett Ltd,4,552.98,2211.92
ORD-013155,2025-09-19,Latin America,Growth,"Nielsen, Fields and Conrad",11,172.82,1901.02
ORD-013156,2025-12-30,North America,Starter,Thompson-Freeman,4,56.26,225.04
ORD-013157,2025-03-29,Asia Pacific,Starter,"Mcclain, Carr and Dixon",2,52.49,104.98
ORD-013158,2025-02-08,MEA,Starter,"Shea, Mcgee and Brown",2,53.27,106.54
ORD-013159,2025-12-09,North America,Growth,"Lloyd, Davis and Martinez",12,196.31,2355.72
ORD-013160,2025-10-29,Europe,Starter,"Underwood, Stevens and Aguilar",9,48.93,440.37
ORD-013161,2024-12-24,Asia Pacific,Starter,"Taylor, Spencer and Osborne",6,46.07,276.42
ORD-013162,2025-01-05,Europe,Growth,Clark Inc,2,201.82,403.64
ORD-013163,2024-04-07,North America,Starter,Murphy Group,5,54.91,274.55
ORD-013164,2025-08-14,North America,Growth,Taylor-Smith,4,184.43,737.72
ORD-013165,2024-08-29,Asia Pacific,Growth,"Erickson, Lewis and York",1,224.81,224.81
ORD-013166,2025-12-10,Latin America,Starter,Martinez-Thompson,7,45.39,317.73
ORD-013167,2024-04-22,Europe,Growth,Lyons-Rubio,11,192.11,2113.21
ORD-013168,2025-10-07,North America,Growth,Davis-Ramirez,4,193.57,774.28
ORD-013169,2024-07-13,Europe,Starter,Crawford Ltd,6,54.95,329.7
ORD-013170,2026-02-10,Latin America,Growth,Lopez-Harris,9,207.96,1871.64
ORD-013171,2024-05-16,Asia Pacific,Scale,"Vasquez, Lyons and Roy",8,538.6,4308.8
